,Actual_User_Experience,Predicted_User_Experience,Correct,Probability_Negative,Probability_Neutral,Probability_Positive
9141,Neutral,Positive,False,0.3335064120411093,0.33245572722588335,0.33403786073300745
2386,Positive,Neutral,False,0.3092820569859521,0.36148346181202434,0.32923448120202353
1832,Negative,Positive,False,0.3279126856896045,0.3290371463638996,0.3430501679464959
7947,Neutral,Neutral,True,0.3170666720005119,0.345900675665471,0.3370326523340171
7829,Negative,Positive,False,0.33549048064759107,0.3144997120236608,0.3500098073287481
9234,Positive,Positive,True,0.32595247531215343,0.32865746865250645,0.3453900560353403
457,Negative,Neutral,False,0.33028879614697976,0.3551705117022383,0.31454069215078195
5415,Neutral,Negative,False,0.34770355251913676,0.3185183678349117,0.3337780796459516
3462,Neutral,Positive,False,0.3275639406766163,0.3035700169601797,0.36886604236320397
1199,Positive,Neutral,False,0.310045887944624,0.34717436421924824,0.34277974783612786
1456,Neutral,Negative,False,0.3602759556905544,0.3281999683381608,0.31152407597128495
4385,Positive,Negative,False,0.3538486107266692,0.3308538542779747,0.3152975349953561
8465,Positive,Negative,False,0.3400150076274882,0.32634779247803414,0.33363719989447765
9543,Negative,Positive,False,0.32944505503915317,0.3315887702097596,0.33896617475108726
684,Positive,Neutral,False,0.2902758694595466,0.3710036439655947,0.33872048657485854
805,Neutral,Positive,False,0.31998635813814075,0.31375761929191515,0.36625602256994405
6033,Negative,Negative,True,0.3568767086963648,0.3168728876512315,0.32625040365240365
389,Neutral,Positive,False,0.31923637627227763,0.3181536412879996,0.3626099824397226
2170,Positive,Positive,True,0.33096876736419034,0.32569501791602673,0.343336214719783
2511,Positive,Positive,True,0.32638310469065046,0.3270661767198295,0.3465507185895199
8902,Negative,Negative,True,0.40835688172187656,0.300804517925651,0.2908386003524724
8478,Negative,Positive,False,0.31993035201607933,0.3151111124972205,0.36495853548670026
8244,Negative,Negative,True,0.34633679377165927,0.33205848383782943,0.3216047223905113
9951,Positive,Neutral,False,0.3105825668649143,0.3538819242664625,0.33553550886862316
1621,Negative,Neutral,False,0.33189980923261386,0.33695684071385784,0.33114335005352835
1494,Negative,Neutral,False,0.29728182692152566,0.37500051859822875,0.32771765448024565
9863,Positive,Positive,True,0.29041817489760063,0.3520898075374154,0.35749201756498394
6694,Neutral,Positive,False,0.3290916779232152,0.31938055781113234,0.3515277642656524
4657,Negative,Positive,False,0.337856627625723,0.3196725571580994,0.3424708152161775
9105,Positive,Neutral,False,0.31192980080702304,0.3543067996745931,0.3337633995183838
9028,Positive,Positive,True,0.331175960297753,0.31587589369618163,0.35294814600606533
6100,Negative,Positive,False,0.2665851828414017,0.3613956677873681,0.37201914937123026
9279,Neutral,Neutral,True,0.2908199413827255,0.3627967408614267,0.34638331775584774
1252,Positive,Neutral,False,0.2933877012947164,0.3730530108764911,0.3335592878287924
1319,Neutral,Positive,False,0.3205340879782083,0.3190930965896061,0.36037281543218547
5855,Neutral,Positive,False,0.32902119908958255,0.3279751137839686,0.34300368712644874
3929,Negative,Neutral,False,0.335964461563602,0.3361222158776418,0.32791332255875616
6972,Neutral,Positive,False,0.33097646719836804,0.334407083127881,0.33461644967375115
540,Neutral,Negative,False,0.34729127242762625,0.3309917178303391,0.32171700974203465
5254,Positive,Positive,True,0.2846882614773977,0.34572148488662735,0.3695902536359749
9453,Neutral,Neutral,True,0.31982404209294407,0.3528449040182061,0.3273310538888498
2401,Negative,Positive,False,0.32254778283569807,0.3309238573643248,0.3465283597999771
2911,Negative,Negative,True,0.36994670888995995,0.2966530183393044,0.3334002727707356
4614,Neutral,Positive,False,0.32737844775481784,0.3257727389797969,0.3468488132653851
8438,Neutral,Negative,False,0.3999384116599884,0.3004379728438186,0.29962361549619315
7470,Positive,Neutral,False,0.3342565835753157,0.3383066472328588,0.32743676919182546
8833,Neutral,Positive,False,0.31398320652941275,0.3153863482066692,0.3706304452639179
3606,Negative,Neutral,False,0.35023026795628115,0.3514413900922909,0.29832834195142804
4145,Neutral,Neutral,True,0.3128104647931714,0.35642126967228505,0.33076826553454347
9943,Negative,Negative,True,0.33909104479020075,0.3374614394941723,0.323447515715627
3317,Negative,Neutral,False,0.3205855183707465,0.366357289830118,0.3130571917991353
2777,Neutral,Neutral,True,0.33518936953211664,0.34241715123810246,0.32239347922978095
394,Neutral,Positive,False,0.3391469347893755,0.31414612954750826,0.3467069356631163
5477,Neutral,Positive,False,0.3198942827435488,0.3211487344167361,0.358956982839715
8507,Positive,Neutral,False,0.3123229027485693,0.35814200565660004,0.3295350915948307
2544,Negative,Positive,False,0.3244117475970807,0.31593860341119134,0.3596496489917278
8325,Neutral,Positive,False,0.3392229724838909,0.3169169680455588,0.34386005947055037
4993,Negative,Positive,False,0.3301755842545954,0.3301074093945014,0.33971700635090335
4624,Neutral,Neutral,True,0.32259838070879326,0.34224369390992465,0.33515792538128203
4415,Positive,Positive,True,0.30746225082255035,0.2972747349925779,0.3952630141848718
5349,Negative,Negative,True,0.3437419662000525,0.32166136076210206,0.3345966730378453
4152,Positive,Positive,True,0.31429385492234607,0.329699398950307,0.356006746127347
7648,Neutral,Neutral,True,0.2825468317220808,0.3716092470243354,0.3458439212535837
2631,Neutral,Neutral,True,0.29954616291633973,0.35757349618083234,0.34288034090282793
8317,Negative,Neutral,False,0.3301864722377139,0.3423525178692329,0.32746100989305327
7238,Negative,Negative,True,0.34786789101010934,0.3057725786738514,0.3463595303160394
7649,Neutral,Neutral,True,0.32068722229103586,0.3716649648531656,0.30764781285579856
784,Negative,Positive,False,0.3316137874356352,0.33243297839916797,0.33595323416519685
3645,Positive,Positive,True,0.3272547552702059,0.3298502549929645,0.3428949897368296
3201,Positive,Neutral,False,0.3209450976573768,0.3457926599659632,0.33326224237666013
7587,Neutral,Negative,False,0.35932644601986957,0.2995488065140435,0.34112474746608706
2358,Positive,Neutral,False,0.28893047275698003,0.3890147322555111,0.32205479498750883
6458,Neutral,Positive,False,0.30454101066712036,0.345275121868741,0.35018386746413876
5397,Negative,Positive,False,0.32428393840776004,0.3029049664797162,0.37281109511252375
3224,Negative,Neutral,False,0.31864083884338185,0.35290265677974747,0.3284565043768707
1856,Neutral,Neutral,True,0.32759131464014823,0.3478990959834818,0.32450958937637
4561,Neutral,Neutral,True,0.317942336497573,0.3458824542923594,0.3361752092100676
9459,Negative,Positive,False,0.3205289930544405,0.3329341098172873,0.34653689712827224
8496,Positive,Positive,True,0.31873466164372566,0.3272035253110744,0.3540618130452001
8603,Negative,Positive,False,0.3323695118319944,0.31245915499593613,0.3551713331720695
9488,Negative,Neutral,False,0.3205176326492341,0.351814851981354,0.327667515369412
4703,Neutral,Positive,False,0.3109178654565652,0.32609419800908773,0.362987936534347
1507,Neutral,Positive,False,0.3335103812591004,0.33070161432210954,0.33578800441879003
9303,Negative,Neutral,False,0.32694920964376073,0.3477485395617165,0.3253022507945228
5373,Positive,Positive,True,0.3269864681889035,0.3290246209795286,0.3439889108315679
4143,Negative,Neutral,False,0.32535836339650104,0.34226839467293724,0.3323732419305617
6546,Neutral,Positive,False,0.3279279265452403,0.33594657901688935,0.33612549443787043
2707,Neutral,Positive,False,0.33333836076135925,0.3143272294442763,0.3523344097943644
9869,Positive,Neutral,False,0.33486011127493276,0.33603586979678346,0.3291040189282837
7797,Neutral,Neutral,True,0.3142211454620559,0.3440658942723335,0.34171296026561065
4191,Negative,Positive,False,0.3226567334724754,0.31606957630155946,0.36127369022596506
8725,Neutral,Positive,False,0.3286983435203789,0.3338589925560727,0.33744266392354844
1537,Positive,Positive,True,0.32455920056481574,0.334021188308723,0.34141961112646124
1471,Negative,Positive,False,0.3108915638434664,0.33991578148745333,0.3491926546690803
8107,Positive,Positive,True,0.332380342050348,0.32426707605086696,0.34335258189878504
5222,Neutral,Positive,False,0.3219114719310329,0.32167884371716904,0.3564096843517981
8023,Negative,Positive,False,0.31603514081397743,0.3221541870068605,0.361810672179162
6912,Negative,Negative,True,0.33707332348394314,0.3322902195438862,0.3306364569721705
3690,Neutral,Neutral,True,0.32466376676704967,0.34072703921084563,0.33460919402210476
7314,Positive,Negative,False,0.3401355725000228,0.3291805912229872,0.33068383627699005
1182,Negative,Neutral,False,0.3104095160583228,0.3460398001330745,0.34355068380860276
7952,Neutral,Neutral,True,0.3210404260159248,0.3413286593143895,0.3376309146696856
1326,Positive,Neutral,False,0.333429498389135,0.33629652537386157,0.3302739762370035
6304,Negative,Positive,False,0.3217616587103501,0.33840127398826214,0.3398370673013878
4628,Neutral,Neutral,True,0.3191876236643234,0.3520881998491745,0.32872417648650215
3105,Positive,Positive,True,0.32945709215912394,0.32983508933019523,0.34070781851068077
7630,Negative,Neutral,False,0.3440668174363657,0.3457824643139444,0.31015071824968987
564,Negative,Neutral,False,0.3360789999408101,0.3413969582927855,0.3225240417664043
4398,Negative,Neutral,False,0.3198525818186964,0.35892335952205007,0.3212240586592535
3497,Negative,Neutral,False,0.332068079416317,0.3361583403221203,0.3317735802615626
8390,Positive,Neutral,False,0.3229651288831306,0.35362308387295743,0.323411787243912
7993,Neutral,Negative,False,0.3511386622164499,0.3049441004697474,0.34391723731380275
7980,Neutral,Positive,False,0.3254224015653391,0.3360784786324128,0.338499119802248
2654,Negative,Neutral,False,0.32060283670723727,0.34445896647957785,0.33493819681318493
1906,Neutral,Negative,False,0.34341170767825224,0.3207529542896139,0.33583533803213395
6367,Positive,Positive,True,0.31910416267747316,0.33747075037711916,0.34342508694540774
9860,Negative,Neutral,False,0.35529862231066667,0.35547796407694365,0.2892234136123897
536,Negative,Positive,False,0.32691009705732205,0.3340685444756737,0.3390213584670043
6832,Positive,Neutral,False,0.319971311171948,0.3516820240487219,0.3283466647793302
3975,Negative,Negative,True,0.3350652254056499,0.3309108759381993,0.3340238986561508
2051,Negative,Neutral,False,0.32090976215682987,0.3518190175460637,0.32727122029710637
3142,Neutral,Neutral,True,0.3343781467793699,0.33766577455574526,0.32795607866488474
794,Negative,Positive,False,0.30079929182189474,0.3425621887940204,0.35663851938408486
6756,Positive,Neutral,False,0.32490020042239354,0.3553082710135325,0.3197915285640739
9918,Neutral,Positive,False,0.3342155017619164,0.3279418487578735,0.33784264948021003
7145,Negative,Positive,False,0.32338311063594405,0.3297594628295535,0.3468574265345024
6788,Positive,Neutral,False,0.3191396361510321,0.3599487483174312,0.3209116155315367
7226,Positive,Positive,True,0.32183484603876417,0.33356143854043324,0.34460371542080254
162,Positive,Neutral,False,0.3318312438615811,0.3397610938799827,0.3284076622584363
8374,Negative,Positive,False,0.30624883238447065,0.33565595433216516,0.35809521328336413
2877,Positive,Negative,False,0.3456776551663214,0.33053089160509946,0.323791453228579
8827,Negative,Positive,False,0.3244426523883954,0.304660500439805,0.3708968471717995
3218,Positive,Negative,False,0.34379721404588004,0.33744156433067596,0.31876122162344395
3050,Negative,Negative,True,0.41007048263157414,0.27887521243845376,0.311054304929972
1973,Neutral,Positive,False,0.3218160294968371,0.2985658707132709,0.3796180997898921
6067,Neutral,Negative,False,0.3355913630918653,0.3314728256390268,0.33293581126910804
4528,Negative,Positive,False,0.33102948753062317,0.31553644650571033,0.3534340659636665
7078,Positive,Negative,False,0.35951993217510486,0.31366704626717296,0.3268130215577223
217,Negative,Positive,False,0.3260493566975027,0.3268272876276839,0.3471233556748134
7923,Neutral,Neutral,True,0.3338967629406045,0.34701885518563513,0.3190843818737605
4672,Negative,Positive,False,0.329858760147751,0.3340732581787637,0.33606798167348517
600,Negative,Neutral,False,0.33137253354058976,0.34349086285173436,0.3251366036076759
8531,Negative,Neutral,False,0.32985009276740995,0.33865619053201007,0.33149371670058
1399,Positive,Positive,True,0.3318635121460842,0.32530369696868,0.3428327908852358
2627,Neutral,Negative,False,0.345221549177985,0.3427995168265499,0.31197893399546517
6259,Positive,Positive,True,0.3191474328196184,0.33944350245144206,0.3414090647289394
5445,Negative,Positive,False,0.3033886676331992,0.3478956903044213,0.3487156420623795
5866,Neutral,Neutral,True,0.32609264965215934,0.3439776490149087,0.3299297013329319
2351,Positive,Positive,True,0.32660984213335165,0.33318952455247647,0.3402006333141719
2478,Negative,Negative,True,0.3453786833899922,0.31861315809071494,0.33600815851929267
378,Positive,Negative,False,0.3438035334129557,0.34037446834076485,0.3158219982462794
2077,Neutral,Positive,False,0.3193191504046816,0.33802186049644767,0.3426589890988707
1734,Positive,Neutral,False,0.3170139320341724,0.35419969974334775,0.32878636822248
9163,Positive,Positive,True,0.2915313100362481,0.3371612078590646,0.3713074821046872
5983,Positive,Neutral,False,0.32725777127963274,0.34603647607137256,0.3267057526489947
8769,Positive,Positive,True,0.32550300481483846,0.3359959338489817,0.3385010613361797
1974,Negative,Neutral,False,0.3363551037988087,0.34834248400579315,0.3153024121953981
7552,Positive,Positive,True,0.3206740566320994,0.33307839491091845,0.3462475484569821
3950,Neutral,Negative,False,0.3387480300800953,0.3294900071677073,0.33176196275219744
2545,Positive,Positive,True,0.3136555374028535,0.31333303212340413,0.3730114304737424
7018,Negative,Neutral,False,0.29807257907173346,0.3614114945771663,0.3405159263511002
7336,Negative,Positive,False,0.33113316742151,0.324406758886029,0.344460073692461
8261,Positive,Positive,True,0.326776844721688,0.31202429021874134,0.3611988650595706
4983,Neutral,Positive,False,0.3168828859555136,0.3210372578613772,0.3620798561831092
8617,Negative,Positive,False,0.2955063293661272,0.3428655648912662,0.3616281057426065
1483,Neutral,Neutral,True,0.3259195396495132,0.3475190917898951,0.3265613685605917
4653,Positive,Neutral,False,0.32489327995800055,0.3383912540436014,0.3367154659983979
2452,Neutral,Negative,False,0.3596557692531601,0.30977413555990624,0.33057009518693353
9007,Neutral,Positive,False,0.32656681558187484,0.3277674173632954,0.3456657670548297
7625,Negative,Neutral,False,0.33070502682047126,0.33723244479539505,0.3320625283841337
3980,Positive,Positive,True,0.3249597059593124,0.3348154500259691,0.3402248440147186
9542,Neutral,Positive,False,0.31386269411917744,0.3322639673978615,0.3538733384829609
6954,Negative,Negative,True,0.38317032989399885,0.2955852798350723,0.3212443902709288
6726,Positive,Positive,True,0.33266060185869306,0.32777482586762724,0.33956457227367975
163,Negative,Positive,False,0.3227291130657432,0.328167338317088,0.3491035486171688
8611,Negative,Negative,True,0.36754788795250126,0.3213561490633458,0.3110959629841529
6366,Neutral,Positive,False,0.33183455171714454,0.3251049410661891,0.3430605072166664
5012,Positive,Positive,True,0.33630307010814947,0.31849223767402696,0.3452046922178237
4660,Positive,Positive,True,0.322869589312201,0.3381135276742225,0.33901688301357646
6425,Positive,Neutral,False,0.33026026604518516,0.3353282650408088,0.3344114689140059
294,Negative,Positive,False,0.33212572641790894,0.307593702219895,0.360280571362196
8572,Positive,Neutral,False,0.3225106449413216,0.33964160406331806,0.3378477509953603
7924,Negative,Neutral,False,0.3186161989379701,0.3558189802766942,0.3255648207853357
1718,Negative,Positive,False,0.3203716265014869,0.32753873902168196,0.35208963447683106
4155,Negative,Negative,True,0.3863494029725663,0.2868700561499488,0.32678054087748476
7540,Positive,Positive,True,0.3245409833689306,0.3363192036855328,0.3391398129455365
408,Negative,Positive,False,0.3277274196391723,0.3276207361517712,0.34465184420905665
3751,Neutral,Positive,False,0.33167392743469665,0.3285336989689639,0.3397923735963394
1803,Positive,Neutral,False,0.30460674948155836,0.347711233287674,0.34768201723076764
3466,Positive,Neutral,False,0.306623816687517,0.3543929347037056,0.3389832486087774
9144,Neutral,Neutral,True,0.34040261839004204,0.3462073366067547,0.3133900450032031
5519,Neutral,Positive,False,0.3231278295482995,0.333719381430872,0.3431527890208286
9068,Negative,Positive,False,0.32208559925999297,0.3279338998394843,0.3499805009005229
1861,Positive,Negative,False,0.35108370904773456,0.3198181399564169,0.32909815099584855
6970,Positive,Positive,True,0.32468310576803694,0.32373975102284724,0.3515771432091158
9301,Positive,Neutral,False,0.32914476589735886,0.341444348503261,0.32941088559938025
6761,Negative,Neutral,False,0.31849961430348683,0.3407672628408461,0.3407331228556671
2072,Neutral,Neutral,True,0.33199877928274757,0.3351897159379338,0.3328115047793186
4472,Positive,Positive,True,0.3360147853309613,0.32348618665180895,0.3404990280172298
9070,Negative,Neutral,False,0.31712063557339537,0.358524066675523,0.3243552977510816
9873,Positive,Positive,True,0.32832059566156546,0.32878892214548344,0.3428904821929511
2874,Neutral,Neutral,True,0.3234526044923905,0.36091377829274185,0.31563361721486777
3885,Positive,Negative,False,0.34569903305726385,0.33959305328390726,0.3147079136588287
9613,Negative,Neutral,False,0.3186417003719384,0.34112230873053134,0.34023599089753026
9789,Neutral,Negative,False,0.3515407118831042,0.3209934825191541,0.32746580559774174
6027,Neutral,Neutral,True,0.3279155979124743,0.3375302660321256,0.33455413605540024
2007,Neutral,Positive,False,0.330359014455496,0.3248213363124373,0.3448196492320666
8857,Positive,Negative,False,0.3360098399632875,0.3307889967763954,0.33320116326031723
3554,Negative,Negative,True,0.3443236021424121,0.3327189288828996,0.32295746897468836
1917,Negative,Negative,True,0.3417897282121474,0.33247600784221254,0.32573426394564003
4214,Neutral,Negative,False,0.35212795335643415,0.31053785840478204,0.33733418823878386
3308,Positive,Positive,True,0.2997991140808628,0.3473463987946189,0.3528544871245181
5124,Neutral,Neutral,True,0.33017600080110227,0.3381114098009951,0.33171258939790266
9757,Negative,Negative,True,0.3350838359170971,0.33157628970177067,0.33333987438113233
2558,Neutral,Positive,False,0.32598164912820043,0.3324562119591326,0.34156213891266696
9514,Positive,Negative,False,0.3393226233454561,0.3357017560015707,0.32497562065297325
4855,Negative,Neutral,False,0.32106408779921025,0.35065245368778214,0.3282834585130076
6858,Negative,Positive,False,0.33046367664270704,0.3267352415177687,0.3428010818395241
5793,Negative,Neutral,False,0.30737707242998175,0.35738073696463973,0.33524219060537847
677,Positive,Neutral,False,0.33568597902656605,0.336880987773328,0.32743303320010597
1235,Positive,Positive,True,0.32835785555633484,0.3328916763953195,0.33875046804834563
5857,Negative,Neutral,False,0.3272008106732175,0.33802400051193415,0.3347751888148484
9647,Neutral,Positive,False,0.33459642255722755,0.3185693895088158,0.34683418793395654
3447,Positive,Positive,True,0.3266955534707739,0.32078918237878185,0.35251526415044426
769,Positive,Positive,True,0.3392390777350824,0.3150814156810374,0.3456795065838802
7072,Negative,Neutral,False,0.331015401777595,0.3380890998727222,0.3308954983496828
7800,Neutral,Positive,False,0.3307830677272799,0.32866766216579857,0.3405492701069215
8570,Negative,Neutral,False,0.3171763409162963,0.35185292464539897,0.33097073443830466
634,Negative,Positive,False,0.31414044996308826,0.3331386931690131,0.35272085686789867
6283,Negative,Negative,True,0.3474525590856845,0.3258847847378522,0.3266626561764632
63,Neutral,Positive,False,0.30823703139999326,0.3243672146752497,0.36739575392475693
7969,Negative,Positive,False,0.2959728069756917,0.34562179564422985,0.3584053973800784
2998,Neutral,Neutral,True,0.3114814546160969,0.3569977080692074,0.33152083731469567
299,Positive,Positive,True,0.32786677524056074,0.32544095466164114,0.3466922700977981
6452,Neutral,Neutral,True,0.3123532114887935,0.365996011490742,0.32165077702046446
6289,Positive,Positive,True,0.30639738072604544,0.3122623157771198,0.3813403034968348
2992,Negative,Neutral,False,0.3083393100023265,0.34585098739958225,0.3458097025980912
5542,Neutral,Positive,False,0.33112724309880337,0.3153776762563337,0.35349508064486296
6163,Neutral,Positive,False,0.28831498534683325,0.3552918092142636,0.3563932054389032
7814,Neutral,Positive,False,0.3343591275660833,0.32559184966575083,0.34004902276816573
6782,Neutral,Positive,False,0.330068575952106,0.325013779773983,0.344917644273911
4232,Negative,Positive,False,0.3101676502191059,0.31942652829923096,0.37040582148166307
6026,Positive,Negative,False,0.3371018026141761,0.32886205308071254,0.33403614430511147
5266,Negative,Negative,True,0.3362839604288898,0.3327824844264928,0.33093355514461736
7472,Neutral,Positive,False,0.34219288719283136,0.3114428986329279,0.34636421417424074
8432,Positive,Neutral,False,0.3203927653962715,0.38102879351454655,0.298578441089182
317,Negative,Positive,False,0.32484896439681343,0.3194521453541526,0.35569889024903395
9615,Neutral,Positive,False,0.32589234840217185,0.33046472985314596,0.3436429217446822
3154,Negative,Positive,False,0.3236437468201741,0.3245586061192248,0.35179764706060107
5566,Neutral,Positive,False,0.3211986180746614,0.32602621013104055,0.3527751717942981
4498,Positive,Positive,True,0.3129546132922187,0.334717761698067,0.3523276250097144
2887,Positive,Negative,False,0.4012551602221258,0.28773705585236287,0.31100778392551126
8144,Positive,Neutral,False,0.3307409653037628,0.349531499882802,0.3197275348134352
8397,Neutral,Neutral,True,0.3379275958081797,0.3431028609200551,0.3189695432717652
8213,Negative,Positive,False,0.3259780423508926,0.32949112232104194,0.34453083532806544
1093,Positive,Positive,True,0.29786182188110977,0.3469628546546402,0.35517532346425
6792,Negative,Neutral,False,0.32695532797905746,0.3432288891624728,0.3298157828584696
984,Negative,Negative,True,0.3410745302083062,0.33620842396094397,0.32271704583074984
848,Negative,Negative,True,0.3601654661238341,0.3329437290799567,0.3068908047962092
8688,Positive,Neutral,False,0.30057790772703546,0.3511874254291385,0.3482346668438261
6610,Positive,Positive,True,0.33284745487469863,0.3208446308997477,0.3463079142255537
4197,Positive,Positive,True,0.3045514735822237,0.3462612516190113,0.349187274798765
